,Stock Code,Investment2019,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage,Cash,Age,Size
816,600218,25250.59598,4122680.9,4122680.9,0.084384,55243.92406,37104.1281,1195577.461,331772.7454,63036.82163,1.18358,188241.6099,1.176091259,5.529057744
826,600199,64581.62513,3462478.26,4098074.21,0.108541,46397.20868,17745.20108,1765863.913,334631.2114,64918.45502,1.07927,34874.61153,1.322219295,5.578744053
827,601106,370267.9749,19025580.0,19956148.32,0.039286,115104.759,133179.06,10654324.8,3153680.141,555047.7048,0.4389,747756.8776,0.954242509,4.62
828,603956,5293.541948,706669.3,7066678.06,0.057362,10187.81574,4946.6851,120133.781,32255.9202,7934.956369,0.38159,178857.6217,0.477121255,5.193968314
834,600497,180227.7623,18877354.05,22299857.07,0.068293,317139.548,165176.8479,5851979.756,1357659.303,270174.2014,1.23491,129562.1696,0.301029996,7.303302133
835,600482,612801.6448,17396571.36,33899919.24,-0.089668,114817.371,147870.8566,6958628.544,1186446.167,227797.664,0.7245,1513631.394,0.698970004,6.03
836,2752,16459.11586,5096648.25,5115728.39,0.086726,64727.43278,30579.8895,1783826.888,420983.1455,72830.08416,0.15566,53510.51896,1.477121255,5.224029944
838,600251,46340.77107,4285237.36,4285237.36,0.032136,65564.13161,37495.8269,2399732.922,693522.8143,173380.7036,1.05222,109959.1907,1.079181246,5.547122193
839,600160,323400.1784,19984809.23,19984809.23,0.106383,323753.9095,162376.575,8193771.784,2183640.181,598317.4095,0.55243,167272.8533,1.278753601,5.843448691
840,2048,65358.37908,8425185.83,9681474.27,0.082633,93379.14295,55816.85612,1432281.591,242771.7297,51467.60669,0.30123,179784.9772,0.602059991,6.250414311
844,600095,67129.61635,3547608.21,3547608.21,0.300662,56761.73136,18181.49208,815949.8883,244784.9665,39655.16457,0.65475,189513.2306,1.041392685,5.629330727
845,600737,330718.1967,17358872.27,18094656.01,0.043157,272534.2946,97643.65652,9720968.471,2070566.284,443101.1849,0.17869,970235.4553,1.176091259,5.390515876
848,600419,11067.01188,2858178.97,2858178.97,0.03062,36870.50871,30368.15156,800290.1116,210876.4444,46603.69421,0.89558,29839.38845,1.505149978,5.911483381
849,2461,98594.06395,9712696.12,15803165.35,0.004219,151518.0595,104411.4833,2719554.914,573826.0868,150916.2608,0.31191,620274.24,1.079181246,5.756602823
850,955,21721.26888,4408306.47,4414839.0,1.140992,69651.24223,35817.49007,2424568.559,526131.3772,146790.6542,0.27999,112975.73,0.0,6.218844356
851,723,487641.879,35607293.1,38656050.58,0.133413,580398.8775,284858.3448,14598990.17,2481828.329,553447.7174,0.21063,1400122.152,0.77815125,5.406911916
852,2805,12966.70219,1144709.97,1718281.67,-0.001689,14079.93263,8442.236029,583802.0847,166091.6931,29398.22968,0.31632,39915.68319,1.491361694,5.692356917
853,600078,48123.58518,3418875.96,3418875.96,0.084034,49231.81382,21795.33425,820530.2304,175183.2042,43270.25144,0.90569,8649.756179,0.602059991,5.493860731
854,600746,2394.848819,2196605.2,2209298.67,0.089124,26359.2624,22515.2033,658981.56,120593.6255,20862.69721,0.93016,66588.26191,1.505149978,5.584952082
855,600844,24148.39467,4072516.64,4072516.64,-0.027505,55386.2263,44288.61846,2321334.485,496765.5797,112765.7866,1.12269,193729.6166,1.113943352,5.124531103
856,600117,54914.75954,3731072.16,3731072.16,0.095092,60443.36899,32180.49738,895457.3184,175509.6344,29485.61858,0.97586,134990.1907,1.322219295,5.789573068
857,600765,65206.66981,7958972.74,9550767.28,0.137931,113017.4129,56707.68077,2069332.912,468703.9047,127018.7582,0.62345,368086.571,1.041392685,6.195227208
858,600843,7459.738676,2342726.59,2342726.59,0.047684,17101.90411,18741.81272,421690.7862,96778.03543,15000.59549,0.98817,25465.43803,1.113943352,6.62
859,600741,195766.6355,81939296.34,81939296.34,0.002701,969615.0067,809150.5514,18026645.19,2703996.779,657071.2174,1.22777,234346.3875,0.602059991,6.173959532
860,603166,31923.70117,3510670.95,3529884.15,0.144787,49441.94921,23697.02891,1544695.218,345239.3812,62833.56738,0.14597,194390.7201,0.0,6.079254167
872,601127,88461.90894,10640586.7,10715370.7,-0.095956,79804.40025,55863.08018,5639510.951,1223773.876,195803.8202,0.74684,362500.9908,1.505149978,6.1
875,568,1056162.445,126561927.0,126964744.6,0.060306,1759210.785,648629.8757,65812202.02,11484229.25,2549498.894,0.15049,2332342.359,0.602059991,7.033342063
877,688009,55004.36174,8195844.55,59657444.56,0.071207,103814.031,72738.12038,4671631.394,700744.709,119827.3452,0.5509,3239399.24,0.0,5.888658298
880,601918,106857.9063,8393355.43,8393355.43,-0.04142,146883.72,68196.01287,2601940.183,550310.3488,124370.1388,0.50235,346225.9115,1.322219295,5.015309381
881,426,64971.96993,7261588.06,9130845.33,0.19759,120542.3618,56277.30747,3630794.03,611788.7941,160900.4528,0.91894,235210.5757,0.301029996,5.731960252
882,603609,90465.85532,9832817.63,10910861.0,0.003393,148475.5462,83578.94986,4719752.462,1364008.462,306901.9039,0.43676,323834.3545,1.477121255,5.324684261
883,619,41157.93708,2084400.0,2084400.0,0.07024,30015.36,10943.1,1083888.0,246042.576,62740.85688,1.10678,71745.048,1.361727836,5.686724199
890,600217,58122.56195,6752823.17,7109938.08,0.005894,91838.39511,44737.4535,1553149.329,248503.8927,68338.57048,1.23262,307220.4244,1.255272505,6.216273281
891,860,500285.8613,39076284.98,39076284.98,0.052547,597867.1602,376109.2429,22664245.29,4317538.727,971446.2137,0.90337,440389.7317,1.462397998,6.615617889
892,422,38242.91411,2603657.65,2603813.46,0.050725,43741.44852,20178.34679,442621.8005,79229.30229,22104.97534,0.90598,5754.427747,1.079181246,5.819792095
895,300775,34398.7359,1653483.5,16534835.0,0.003911,10499.62023,11987.75538,512579.885,84319.39108,15261.80979,1.27476,110287.3495,1.230448921,6.58
896,600448,36515.13048,2784513.12,2839436.97,0.075547,43995.3073,14618.69388,1475791.954,420600.7068,85381.94348,0.18981,133623.9038,1.113943352,5.03401528
899,786,435515.735,42997974.58,42997974.58,0.140233,644969.6187,252613.1007,20639027.8,3591190.837,761332.4574,0.45229,1987796.365,1.51851394,6.004564614
903,600887,345813.1541,182749946.0,188621961.9,0.063596,2247824.336,1896030.69,32894990.28,6694130.523,1660144.37,0.63823,8889753.063,1.301029996,5.475633768
904,697,44896.20679,5996488.19,7119130.23,-0.047619,81952.00526,44224.1004,2938279.213,747792.0597,139837.1152,1.1411,253441.0362,0.301029996,5.979374111
906,600545,16788.67708,6824665.48,11505156.88,0.020168,88151.92912,64834.32206,1160193.132,315572.5318,80470.99561,0.98917,636695.3817,0.477121255,6.622354568
910,912,45173.67624,7573440.0,7573440.0,0.05,121175.04,58694.16,2196297.6,426081.7344,111207.3327,1.03489,112465.584,0.954242509,5.991354617
911,622,53804.84266,2028328.02,2028328.02,0.064732,8113.31208,12677.05013,791047.9278,167306.6367,39149.75299,0.61385,81701.05265,1.431363764,5.37
915,601118,196238.4895,21054784.76,21054784.76,0.071895,256868.3741,165806.43,4000409.104,976099.8215,233287.8573,0.39138,440255.5493,1.51851394,5.702863972
916,600397,10979.28571,2791686.87,2791686.87,0.05618,46342.00204,23031.41668,474586.7679,95154.64696,18269.69222,1.22812,95196.52227,1.447158031,6.164224055
919,600395,70000.83718,10112366.87,10112366.87,0.087189,150674.2664,64466.3388,2831462.724,505416.0962,112202.3733,1.09055,76247.2462,0.84509804,5.576843396
920,600740,88660.34506,4899972.37,11309718.23,0.078035,70559.60213,27562.34458,979994.474,241568.6378,58459.61036,0.50514,188193.7113,0.477121255,6.007034665
921,600409,109159.116,12875877.7,13046688.51,0.128571,168673.9979,106225.991,5407868.634,881482.5873,213318.7861,0.4731,372613.4238,0.0,5.846100005
922,2110,245810.5699,20625542.09,22946753.59,0.109005,313508.2398,162426.144,8456472.257,2274791.037,609643.9979,0.59387,82149.37785,1.447158031,6.030076956
923,960,322414.8795,17421945.53,17422025.4,0.081865,287462.1012,91465.21403,8710972.765,1733483.58,310293.5609,0.94357,90071.87132,1.322219295,5.873723641
924,600592,54531.40735,6189084.81,6189084.81,0.103276,88503.91278,41002.68687,2599415.62,691444.555,111322.5734,0.22656,65975.64407,1.447158031,6.168337527
925,927,103445.4183,8247033.86,8247049.68,0.489914,51956.31332,57729.23702,3876105.914,887628.2544,225457.5766,0.45874,264317.9422,1.204119983,5.41
926,600679,8590.127861,2845591.01,2845591.01,0.038721,31301.50111,18852.04044,1024412.764,184906.5038,34762.42272,0.87942,143161.6837,0.477121255,6.626439555
952,2066,27682.82777,1813350.0,1813350.0,0.081267,29920.275,13373.45625,525871.5,93079.2555,17498.90003,0.17928,75616.695,1.278753601,6.654304904
957,600108,25174.04326,5665523.0,5665523.0,0.050541,74784.9036,57363.42038,1359725.52,207358.1418,31933.15384,0.2168,112177.3554,1.322219295,5.569855018
958,300777,4488.418144,1235508.8,12352308.8,0.060804,21127.20048,11891.7722,259456.848,43459.02204,11560.09986,0.64056,521390.9544,1.322219295,5.963565891
959,600516,340030.1774,33057571.2,33057571.2,0.128015,512392.3536,359501.0868,12892452.77,2978156.589,545002.6559,0.54263,809579.9187,1.505149978,6.586729555
962,603321,5485.27221,956664.0,2529680.0,0.053709,15019.6248,8370.81,507031.92,92786.84136,21897.69456,0.84135,46799.08,1.322219295,5.923867787
963,2843,3605.868,1033200.0,1722000.0,0.002445,14464.8,9298.8,206640.0,60958.8,16215.0408,1.0744,78747.06,0.602059991,5.525637533
967,603787,1254.923136,980408.7,2821320.0,0.12898,10539.39353,9558.984825,186277.653,50760.66044,11877.99454,0.36305,116943.714,0.477121255,5.672208522
968,600099,11669.966,1454956.8,1454956.8,0.064103,18671.9456,12003.3936,756577.536,171743.1007,44996.69238,0.42203,26902.15123,0.0,7.700766935
969,600731,22687.2651,2358435.5,2564707.88,0.079223,36555.75025,24468.76831,471687.1,129949.7961,32227.54942,0.41528,54012.74795,1.342422681,5.714479948
970,2774,2460.024054,687397.57,2611306.08,0.033784,8592.469625,7389.523878,391816.6149,97170.5205,26138.87001,0.28063,85233.03045,1.462397998,5.619014188
973,300539,2653.351445,824982.96,1605868.3,0.068814,12292.2461,8868.56682,404241.6504,78827.12183,13794.74632,0.94446,28295.39945,0.903089987,5.72301855
974,2013,169412.3547,25042476.68,25044130.42,0.086072,281727.8627,153385.1697,11519539.27,3260029.614,593325.3898,0.17334,116956.0891,0.301029996,5.726004081
976,603067,21992.13657,2613072.0,2613072.0,0.086022,34753.8576,14371.896,1332666.72,337831.0135,64187.89257,0.82185,84062.52624,0.0,6.286237226
979,601015,65910.86521,4667957.89,5215326.31,0.056106,68152.18519,29174.73681,1213669.051,206323.7387,34249.74063,0.41264,119848.1986,1.361727836,5.712345722
980,600063,24704.81859,7549507.19,7549507.19,0.123209,90594.08628,46240.73154,1962871.869,344484.0131,93699.65156,0.68267,211688.1816,0.602059991,7.363652173
981,768,1281437.114,45350127.39,45350406.26,0.030189,276635.7771,385476.0828,20861058.6,3681976.843,953632.0023,0.17919,1821725.819,1.230448921,4.07
995,2054,43865.36247,2382161.63,3194538.91,0.061281,33112.04666,11910.80815,1214902.431,303725.6078,63478.65204,0.26486,118134.0489,1.462397998,5.937844497
996,600421,13537.92666,1596096.0,1596096.0,0.0,22185.7344,14364.864,303258.24,71568.94464,11880.44481,1.00677,24691.60512,1.301029996,5.040728193
1003,603668,8896.813837,1880634.96,2813653.38,-0.038417,25764.69895,11753.9685,376126.992,60556.44571,14109.65185,0.6129,67583.95419,1.342422681,5.975547648
1004,600096,97711.92399,7003309.43,7566677.17,0.055777,120456.9222,64780.61223,2731290.678,685553.9601,163847.3965,1.12705,337549.4686,1.462397998,5.57493866
1006,895,292208.9672,25620566.6,96358761.98,-0.063246,366374.1024,224179.9578,8454786.978,1669820.428,297228.0362,0.96439,1416473.801,1.342422681,5.172466171
1007,910,57696.44397,7654662.43,7745836.31,0.144844,135487.525,69848.79467,2066758.856,349282.2467,53789.46599,0.3057,44925.8506,0.77815125,6.137705303
1011,600532,11766.79381,1945567.76,1945567.76,-0.0575,33074.65192,19455.6776,369657.8744,88533.06092,19388.74034,0.55921,101052.7895,1.230448921,6.555917083
1012,600197,129104.6096,7069267.01,7069267.01,0.084574,101797.4449,38880.96856,3393248.165,939929.7416,165427.6345,0.42324,117349.8324,0.0,6.027937772
1013,878,221653.09,19347914.12,23217609.13,0.217469,253457.675,103995.0384,5997853.377,938664.0535,202751.4356,0.45803,285112.2401,1.447158031,5.559220421
1016,973,100896.4578,4488735.85,4488843.51,0.008695,72268.64719,28054.59906,1660832.265,405243.0725,78617.15607,0.73432,27022.83793,1.51851394,6.223193146
1017,600426,223447.1519,32195952.13,32321729.23,0.18982,495817.6628,205249.1948,5151352.341,1421773.246,226061.9461,0.68424,761823.158,1.278753601,5.712769181
1018,600727,34484.64521,2488069.64,2488495.04,0.026049,33588.94014,13995.39173,920585.7668,179053.9316,40645.24248,1.07612,39567.07114,1.255272505,5.870934557
1025,600313,42440.48735,2874699.84,3051800.23,0.052239,50594.71718,26231.63604,1466096.918,332804.0005,87860.25613,0.48967,17944.58535,1.51851394,5.895974082
1026,576,18775.0798,3256961.42,3370174.68,0.056944,54391.25571,27684.17207,651392.284,99337.32331,20562.82593,0.48732,98847.22336,0.477121255,5.844464263
1031,818,195342.4449,13520379.63,13786200.0,0.883129,205509.7704,118303.3218,5002540.463,1408215.14,230947.283,0.3414,651260.088,0.602059991,6.067340687
1034,782,33582.85272,1557646.23,1843207.28,-0.123116,24922.33968,9345.87738,732093.7281,187782.0413,47884.42052,0.2364,40089.75834,1.146128036,6.147255755
1035,300589,7129.044621,809811.96,2604052.15,0.022293,8840.44723,4150.286295,129569.9136,19759.41182,5374.560016,0.2554,69189.66563,0.0,5.45099392
1036,600022,252648.5544,15653565.95,15653565.95,0.036232,281764.1871,93921.3957,3443784.509,537230.3834,83270.70943,1.22444,179076.7945,1.113943352,5.766625406
1037,2082,11787.70178,2249100.0,2249100.0,0.148238,34636.14,23334.4125,1214514.0,297555.93,83018.10447,0.49652,32049.675,1.477121255,5.588417069
1038,625,1046028.933,39123453.99,39123643.56,0.17723,269951.8325,283645.0414,23082837.85,6151576.288,1101132.156,0.59004,1930751.81,1.361727836,4.25
1042,600600,573899.0826,35491594.47,35491594.47,0.006116,500431.482,239568.2627,6743402.949,1399256.112,222481.7218,0.50478,274704.9412,1.146128036,5.483334252
1043,600213,16921.443,1909600.0,1909600.0,0.12,23710.86667,12651.1,802032.0,230985.216,55667.43706,0.24358,51540.104,0.0,5.862240197
1052,2046,8953.978932,2758720.44,3539356.28,0.033691,34759.87754,26207.84418,1048313.767,229580.715,60379.72805,0.86755,161642.4013,1.113943352,6.961032842
1053,600495,31298.48694,5074401.72,5074401.72,0.026895,60047.08702,36155.11226,2232736.757,622933.5551,102161.103,0.60683,183642.5982,0.0,5.53758687
1057,698,36189.86729,2639900.45,2753568.37,0.056604,42766.38729,23759.10405,395985.0675,114439.6845,19569.18605,0.38379,42349.88153,1.146128036,6.939462426
1058,600172,22934.74699,3453248.06,4196756.83,0.043011,50417.42168,19424.52034,552519.6896,112161.497,23441.75287,0.38844,136688.37,1.414973348,6.233058705
1059,890,18978.6555,2080342.82,2080435.97,0.041825,30581.03945,20283.3425,1019367.982,246687.0516,37003.05774,0.75742,112031.477,1.204119983,6.344418773
1060,600984,55755.44539,8120572.74,8551106.48,0.051935,58468.12373,42633.00689,3004611.914,483742.5181,95781.01859,1.02701,291849.2642,0.954242509,4.58
1065,600235,39394.30775,2037540.0,2037540.0,0.274726,31581.87,11715.855,1018770.0,294933.915,44829.95508,0.22835,63795.3774,0.903089987,6.212394373
1066,600135,45803.18978,2651971.24,3544576.86,0.072398,45083.51108,18895.29509,1485103.894,358652.5905,80696.83286,0.67597,34417.84131,1.230448921,5.719174767
1069,2915,6285.744183,920772.3,3808504.52,0.076336,14916.51126,5064.24765,313062.582,64647.42318,16808.33003,0.36351,165784.2018,1.113943352,4.184179231
1072,603977,9065.922879,2541093.52,3212030.98,0.066234,32271.8877,23822.75175,559040.5744,140598.7045,33321.89296,0.2127,160922.7521,0.84509804,5.89987175
1073,603688,23902.27059,6341176.08,6341176.08,0.219987,98288.22924,68960.28987,2346235.15,556057.7305,117884.2389,0.17882,285669.9824,1.447158031,5.312292381
1074,600126,253273.5204,16514454.62,16514454.62,0.006173,295608.7377,154823.0121,2972601.832,820438.1055,137833.6017,0.3197,807887.12,1.322219295,5.803681902
1078,603655,7568.46613,750040.0,2338360.0,0.244219,10050.536,6656.605,202510.8,30376.62,6773.98626,0.73997,29603.6376,1.176091259,4.598894594
1079,600282,177051.0085,15278164.43,15278164.43,0.045455,221533.3842,127954.6271,3972322.752,826243.1324,200777.0812,0.54789,619682.3493,1.176091259,5.580177182
1080,600166,61599.19356,13742151.38,13742151.38,0.071795,167196.1751,73864.06367,3985223.9,1161692.767,303201.8122,0.29975,43012.93382,0.477121255,5.422598853
1081,737,9460.387531,1613354.4,1613354.4,0.072993,23877.64512,14520.1896,661475.304,157761.86,33129.9906,1.03536,83523.35729,0.301029996,6.817089258
1082,611,5372.096333,1226296.03,1297236.56,0.018568,18149.18124,9043.933221,429203.6105,100433.6449,27217.51776,0.68227,72074.46327,0.84509804,5.838196194
1083,903,12171.90171,4506442.69,5025542.19,-0.011628,56330.53363,35488.23618,1036481.819,220770.6274,50335.70304,0.18013,27740.99289,0.698970004,5.585272538
1085,983,145349.0921,19316841.66,19316856.0,0.060554,256913.9941,152120.1281,5795052.498,1309681.865,330039.8299,0.30872,831976.9879,1.301029996,6.529086675
1086,600597,219236.3649,15536392.49,15538746.49,0.138117,253243.1976,110696.7965,4350189.897,737357.1876,137148.4369,1.27951,370599.1038,0.84509804,5.951362127
1087,930,39509.52669,5361913.36,12194452.89,0.03937,80964.89174,46246.50273,2359241.878,488363.0688,86440.26318,0.41368,410221.3952,1.447158031,4.333811557
1088,2125,10844.78737,2836684.68,2836684.68,0.122538,39429.91705,15956.35133,652437.4764,193773.9305,45343.09973,0.96029,16991.74123,1.255272505,5.758882636
1089,600507,201020.478,13952779.03,14564570.38,0.124022,235801.9656,144760.0824,7255445.096,1367651.401,366530.5753,0.74275,767844.1504,0.0,6.113170346
1096,603026,82720.16032,7097853.6,7097853.6,-0.01213,95821.0236,59444.5239,1277613.648,374979.6057,75370.90074,1.24044,234371.1259,1.230448921,5.109118505
1097,300772,5511.09153,1302242.8,5208971.2,0.155903,18231.3992,7813.4568,520897.12,112513.7779,31166.31648,0.51641,244144.4801,1.079181246,5.252786172
1098,603318,116835.2995,4636931.05,4636931.05,0.019452,28285.27941,32458.51735,2782158.63,687193.1816,153244.0795,0.24628,233747.6942,0.954242509,5.81
1101,600075,60082.00687,4920963.1,4920963.1,0.022222,70369.77233,26450.17666,1820756.347,331377.6552,59647.97793,1.24188,22242.75321,1.230448921,5.609430306
1105,2840,13762.52568,2391798.07,4521620.82,-0.037212,35398.61144,26010.80401,1291570.958,277041.9704,42387.42148,0.43308,39654.61459,1.255272505,5.70914182
1109,830,90047.88795,15387803.61,15395686.78,0.14488,275441.6846,113485.0516,4154706.975,895339.353,180858.5493,0.73962,397054.7621,0.698970004,5.822928535
1110,600378,17581.68219,5738802.47,17313822.13,0.264571,70587.27038,50214.52161,2984177.284,607280.0774,97164.81238,1.13746,223694.5819,1.041392685,5.22266583
1111,603638,182143.8697,3831039.18,12579131.66,0.081292,27966.58601,25859.51447,842828.6196,158030.3662,31448.04287,0.16248,555368.6628,1.414973348,6.47
1112,603766,60320.22491,7659711.1,7659711.1,0.044818,107235.9554,64150.08046,4289438.216,684165.3955,134096.4175,0.64193,231170.081,0.602059991,5.796982562
1115,600256,443112.8707,22299811.82,22488057.15,0.018462,365716.9138,122648.965,8027932.255,1746075.266,434772.7411,0.60375,890527.0631,1.113943352,6.184873068
1116,975,118817.2333,16841325.18,26993707.17,0.127589,289670.7931,92627.28849,4547157.799,1143610.186,189839.2909,0.94812,918595.855,1.322219295,6.402163382
1117,600458,44399.70912,5659726.97,5659726.97,0.055389,82632.01376,61549.5308,1980904.44,329820.5892,74869.27374,0.22166,152190.0582,1.361727836,4.877814701
1118,2092,120112.7432,14573694.08,14574392.77,0.044615,262326.4934,127519.8232,3497686.579,989845.3019,270227.7674,0.82834,130878.0471,1.342422681,5.508827636
1119,601600,318162.3799,38797806.23,46298622.72,0.079268,539289.5066,218237.66,20174859.24,5558173.721,889307.7953,0.96041,1557948.655,1.431363764,6.088148025
1125,600097,21880.71547,2235577.57,2380453.2,0.045503,36887.02991,15928.49019,1006009.907,221322.1794,55994.5114,0.85694,114904.476,1.0,5.847144925
1131,300527,153047.5116,9997060.78,9997060.78,-0.044541,62481.62988,92472.81222,1899441.548,546089.4451,86828.22177,0.48277,338000.625,1.477121255,4.71
1132,2037,14739.90231,2255566.62,3359738.38,0.010264,31803.48934,22837.61203,1263117.307,292411.6566,81582.8522,1.15098,99918.61942,1.447158031,5.851041728
1136,600540,26372.27916,1846019.39,1846019.39,0.045333,30643.92187,12691.38331,1070691.246,307823.7333,85882.82159,0.87595,12146.80759,1.414973348,6.484911102
1137,600403,150442.253,9802330.85,9802330.85,-0.016786,121548.9025,49011.65425,2548606.021,565790.5367,92789.64801,0.39687,226923.9592,1.414973348,5.777103049
1139,600978,42282.89263,4404123.91,4404123.91,0.003378,65621.44626,31929.89835,1673567.086,307099.5602,75853.59138,0.40133,148374.9345,0.698970004,6.287006827
1140,887,174730.4017,11023808.84,11048424.14,0.12005,188507.1312,78544.63799,6504047.216,995119.224,177131.2219,0.18694,371558.5038,0.477121255,5.921169759
1141,572,59349.45556,3103673.37,3108362.85,0.061798,19397.95856,20949.79525,589697.9403,168358.762,43099.84306,1.0505,162038.9554,0.698970004,5.23
1142,600698,2914.70062,2153719.67,2436477.29,0.010381,26203.58932,20998.76678,516892.7208,126380.2702,20599.98405,0.24442,77017.04714,0.301029996,6.380344362
1146,2083,106834.814,5452911.94,5647760.03,0.036667,91063.6294,29309.40168,2235693.895,475084.9528,123997.1727,1.21083,94374.0701,1.477121255,5.659788445
1147,600963,23515.64409,4621195.03,6191957.85,0.070048,56378.57937,45056.65154,2541657.267,489269.0238,115467.4896,1.21977,206749.4726,1.431363764,6.391030707
1151,2064,71699.54184,9725631.25,26863495.13,0.096491,161445.4788,62000.89922,3403970.938,731853.7516,174181.1929,1.13796,928133.7567,1.113943352,4.789497354
1152,600449,50136.95519,5336500.43,5336500.43,0.108242,82182.10662,29350.75237,1921140.155,510062.7111,124965.3642,0.34466,285449.408,1.477121255,6.649282892
1157,713,60991.39893,3287037.89,3710404.81,0.05618,55879.64413,23420.14497,525926.0624,102555.5822,22049.45017,1.05869,100255.138,1.462397998,5.917014619
1158,600486,179164.6814,21268361.99,21268361.99,0.221174,346674.3004,180781.0769,5104406.878,1222505.447,337411.5034,0.5485,1137006.632,0.954242509,5.412183639
1159,603879,6812.076326,1368986.4,2445026.4,0.044521,19713.40416,9069.5349,355936.464,106247.0345,28474.20525,0.53814,129537.4987,1.204119983,5.306539188
1161,601001,65480.60026,7364280.0,7364280.0,0.050119,108254.916,78245.475,2135641.2,426060.4194,89046.62765,1.05537,357020.2944,1.397940009,7.144091851
1165,603826,27593.82416,3105209.61,7670520.0,0.05947,47199.18607,29499.4913,1521552.709,416905.4422,90468.48097,0.85472,103091.7888,0.477121255,5.564343046
1166,600819,22194.18451,3804347.78,3804347.78,0.151584,65815.21659,41372.28211,2016304.323,456692.9293,92251.97171,0.95476,18641.30412,0.84509804,6.193639453
1167,600569,49475.88756,6103895.45,7324674.53,0.049383,79350.64085,45016.22894,3235064.589,805531.0825,207021.4882,0.20681,370628.5312,1.505149978,5.803661769
1168,612,34686.59729,5137347.14,5150301.38,0.07196,63703.10454,39172.27194,2157685.799,640832.6822,176228.9876,1.2435,240982.6016,1.491361694,6.695334584
1169,600459,62958.41462,6609390.97,6609390.97,0.110294,103106.4991,66093.9097,3436883.304,1015599.016,234603.3728,0.95388,170588.3809,1.041392685,6.189926992
1189,603036,30189.35501,2177985.6,2206613.43,0.042843,16225.99272,14701.4028,1219671.936,234177.0117,59012.60695,0.56074,98988.67847,0.698970004,5.01
1192,2770,8894.112776,1446526.49,2627682.71,0.057269,20685.32881,15550.15977,332701.0927,79182.86006,15678.20629,0.25427,65508.12996,1.380211242,5.114647912
1198,601058,125664.3139,9286970.08,12070165.23,0.013605,148591.5213,90547.95828,2600351.622,750201.4431,180048.3463,0.64554,432594.7218,1.0,6.125207916
1199,600326,59939.1295,6343268.46,6343268.46,0.085926,80559.50944,39645.42788,1902980.538,399625.913,69534.90886,1.04848,234510.635,1.361727836,5.751191727
1200,603159,21191.8263,1619800.0,1619800.0,0.084349,11500.58,8908.9,583128.0,156861.432,39999.66516,0.85947,51979.382,1.041392685,5.91
1203,600782,121917.2728,16358147.43,16358147.43,0.06875,233921.5082,128820.411,9160562.561,2716106.799,676310.593,0.69006,484201.1639,1.397940009,6.631235968
1204,2009,31166.95939,2384344.52,2834703.17,0.085106,38149.51232,22651.27294,1263702.596,206615.3744,38843.69038,0.83468,103665.0949,1.414973348,5.273864209
1205,603111,17280.77696,4413991.56,5244494.56,0.070994,61795.88184,45795.16244,2604255.02,481787.1788,105511.3922,0.86157,58633.44918,0.301029996,4.917119083
1207,762,25965.32555,3885134.56,3885311.53,0.055163,56334.45112,28652.86738,1864864.589,548270.1891,143646.7895,0.44265,74481.42203,1.342422681,5.633953496
1208,876,201765.0992,83780794.85,84109499.43,-0.030141,1131040.73,722609.3556,30161086.15,8233976.518,1976154.364,0.60078,3808478.134,1.041392685,4.800068151
1209,523,60074.9707,4645352.09,4650020.46,0.382463,82687.2672,36582.14771,1625873.232,295908.9281,67763.14454,1.14155,152985.6731,0.301029996,5.959067443
1210,603283,107449.4757,1281790.63,5340772.41,0.251502,7754.833312,8011.191438,563987.8772,164966.4541,30188.8611,0.87598,236115.5482,1.176091259,4.37
1214,300655,31721.86144,3330676.38,4874402.52,0.185635,50293.21334,30392.42197,732748.8036,160471.988,37710.91718,1.23952,182838.8385,1.397940009,5.180023434
1217,2246,18702.45199,3383222.14,4128741.65,0.053221,47365.10996,20299.33284,608979.9852,144937.2365,32900.75268,0.77751,82327.1085,0.903089987,6.548485527
1221,600423,47525.96361,2659654.44,2659654.44,-0.051282,37501.1276,13630.72901,558527.4324,105840.9484,24766.78193,1.17637,53060.10608,0.301029996,7.031677749
1222,600539,17562.33161,1561700.0,1561700.0,0.093398,21239.12,12688.8125,421659.0,120594.474,20259.87163,0.32291,30047.108,1.491361694,7.115325222
1223,2160,3991.970446,2115511.63,2466304.13,0.099291,27290.10003,20097.36049,507722.7912,122361.1927,27775.99074,0.63681,88638.97043,1.255272505,5.708391016
1224,600893,238563.3261,42226711.6,48776627.68,0.069034,520796.1097,258638.6086,17735218.87,5019066.941,878336.7146,0.52936,2119832.239,0.477121255,5.918344025
1230,420,27165.06888,3997037.93,4256726.38,0.0,59555.86516,32975.56292,759437.2067,192897.0505,34721.46909,0.14228,111398.5294,1.079181246,5.546891302
1231,688108,3098.827757,734464.41,6666600.0,0.021999,9058.39439,5324.866973,124858.9497,32775.4743,6817.298654,0.46143,40132.932,0.301029996,5.894001564
1234,600467,24982.7805,3623265.87,3623265.87,0.055319,55798.2944,23098.31992,1521771.665,394899.7472,103858.6335,0.1975,26631.00414,1.255272505,5.735077564
1235,600275,12092.85329,1114353.55,1114353.55,0.004587,18832.575,8636.240013,468028.491,109284.6526,16501.98255,0.79167,18620.84782,1.322219295,7.084327446
1236,600997,123727.9364,6716441.6,8637631.19,0.056311,105448.1331,34421.7632,1074630.656,188597.6801,37153.74299,0.28932,342913.9582,1.113943352,5.620775272
