Stock Code,Market Value of Equity,Total Market Value,Stock Return,Total Investment Expenditure,Amortization and Depreciation,Book Value,Operating Income after Depreciation,Annual Dividends,Leverage ,Cash,Age,Size
600978,4404123.91,4404123.91,0.003378,65621.44626,31929.89835,1673567.086,307099.5602,75853.59138,0.40133,148374.9345,0.698970004,6.287006827
887,11023808.84,11048424.14,0.12005,188507.1312,78544.63799,6504047.216,995119.224,177131.2219,0.18694,371558.5038,0.477121255,5.921169759
572,3103673.37,3108362.85,0.061798,19397.95856,20949.79525,589697.9403,168358.762,43099.84306,1.0505,162038.9554,0.698970004,5.23
600698,2153719.67,2436477.29,0.010381,26203.58932,20998.76678,516892.7208,126380.2702,20599.98405,0.24442,77017.04714,0.301029996,6.380344362
597,6096519.93,6749260.66,0.079595,108518.0548,30482.59965,2255712.374,400388.9464,100898.0145,0.18249,28684.35781,1.278753601,6.653624647
601991,24486182,37218030.67,0.012397,426059.5668,238740.2745,6856130.96,1669467.889,402341.7612,0.59327,1359202.48,1.491361694,5.454972499
600323,13440270.88,13440270.88,0.026932,217732.3883,78961.59142,5913719.187,1762288.318,345408.5103,0.32299,662874.1598,0.84509804,5.571539654
2083,5452911.94,5647760.03,0.036667,91063.6294,29309.40168,2235693.895,475084.9528,123997.1727,1.21083,94374.0701,1.477121255,5.659788445
600963,4621195.03,6191957.85,0.070048,56378.57937,45056.65154,2541657.267,489269.0238,115467.4896,1.21977,206749.4726,1.431363764,6.391030707
600062,13614252.12,13614252.12,0.05412,171539.5767,69773.04212,7351696.145,1973930.415,479665.0908,0.35774,131241.3904,1.176091259,6.779741444
600538,2349870,2349870,0.134529,33603.141,20561.3625,1221932.4,195509.184,33432.07046,1.16008,95968.6908,1.477121255,5.342456135
600811,12480975.78,12480975.78,0.02439,153516.0021,96727.5623,5741248.859,1621902.803,296808.2129,1.25211,692943.7753,0,5.987157441
2064,9725631.25,26863495.13,0.096491,161445.4788,62000.89922,3403970.938,731853.7516,174181.1929,1.13796,928133.7567,1.113943352,4.789497354
600449,5336500.43,5336500.43,0.108242,82182.10662,29350.75237,1921140.155,510062.7111,124965.3642,0.34466,285449.408,1.477121255,6.649282892
603100,3507600,3507600,0.105853,59278.44,21045.6,561216,150405.888,38353.50144,0.29956,189620.856,0.477121255,4.876581527
797,5452964.01,5484586.49,0.070552,95972.16658,36125.88657,2999130.206,502354.3094,110015.5938,0.44304,175506.7677,1,5.988904815
685,10326614.44,12154917.53,0.05102,141474.6178,77449.6083,2065322.888,542147.2581,117103.8077,0.81781,455201.6615,1.397940009,6.780086142
603603,2155739.54,3835257.63,0.017738,34922.98055,14012.30701,495820.0942,135854.7058,28801.19763,0.16308,181791.2117,1.230448921,5.417894767
713,3287037.89,3710404.81,0.05618,55879.64413,23420.14497,525926.0624,102555.5822,22049.45017,1.05869,100255.138,1.462397998,5.917014619
600486,21268361.99,21268361.99,0.221174,346674.3004,180781.0769,5104406.878,1222505.447,337411.5034,0.5485,1137006.632,0.954242509,5.412183639
603879,1368986.4,2445026.4,0.044521,19713.40416,9069.5349,355936.464,106247.0345,28474.20525,0.53814,129537.4987,1.204119983,5.306539188
603633,2088830.71,2088830.71,0.141111,36763.4205,19843.89175,1253298.426,265699.2663,61110.83125,0.88433,79187.57222,0.84509804,5.210936302
601001,7364280,7364280,0.050119,108254.916,78245.475,2135641.2,426060.4194,89046.62765,1.05537,357020.2944,1.397940009,7.144091851
888,3456549.95,3456549.95,0.0496,58761.34915,34133.43076,656744.4905,138901.4597,27224.68611,0.43243,94985.99263,0.77815125,5.331496601
600128,1858159.28,1858159.28,0.063559,30659.62812,17187.97334,594610.9696,132003.6353,20724.57073,0.58518,21405.99491,1.204119983,6.451275019
600790,4983689.16,4983689.16,0.036585,88709.66705,38000.62985,1794128.098,403678.822,99708.66902,0.23391,153896.3213,1.491361694,6.506677652
603826,3105209.61,7670520,0.05947,47199.18607,29499.4913,1521552.709,416905.4422,90468.48097,0.85472,103091.7888,0.477121255,5.564343046
600819,3804347.78,3804347.78,0.151584,65815.21659,41372.28211,2016304.323,456692.9293,92251.97171,0.95476,18641.30412,0.84509804,6.193639453
600569,6103895.45,7324674.53,0.049383,79350.64085,45016.22894,3235064.589,805531.0825,207021.4882,0.20681,370628.5312,1.505149978,5.803661769
612,5137347.14,5150301.38,0.07196,63703.10454,39172.27194,2157685.799,640832.6822,176228.9876,1.2435,240982.6016,1.491361694,6.695334584
600459,6609390.97,6609390.97,0.110294,103106.4991,66093.9097,3436883.304,1015599.016,234603.3728,0.95388,170588.3809,1.041392685,6.189926992
800,14075188.16,16226175,-0.05138,88673.68541,119639.0994,7178345.962,1991991.004,472101.868,0.49452,158367.468,0.477121255,5.909357945
600520,1712628.3,1712628.3,0.045455,28943.41827,17126.283,393904.509,98673.0795,22596.13521,0.72074,80082.49931,1.176091259,6.909316396
2747,8195810,9401328.87,0.197872,123756.731,85031.52875,2130910.6,365451.1679,97210.01066,0.62175,519235.3935,1.204119983,5.146985394
600750,6578250,6578250,0.027892,103278.525,34535.8125,1381432.5,308059.4475,62844.12729,1.07687,265761.3,0.698970004,6.251601468
600891,576363.08,926378.7,0.136364,9798.17236,5187.26772,345817.848,97347.72421,26478.58099,0.66329,24623.14585,1.491361694,5.766899764
2214,3784033.64,4857279.99,0.135048,65463.78197,18920.1682,983848.7464,251373.3547,58318.61829,1.25481,55275.84629,1,5.440468934
600723,4027385.67,4029454.23,0.040816,61216.26218,33225.93178,1248489.558,318364.8372,76407.56093,0.87197,171251.8048,0.903089987,6.592321348
600223,8438160.24,8438160.24,0.566915,108008.4511,67505.28192,3628408.903,1083080.058,171126.6491,1.14995,433890.1995,1.414973348,5.948163997
600246,10804088.93,10804088.93,0.211982,164222.1517,85082.20032,3889472.015,830402.2752,194314.1324,0.65092,603516.4076,1.414973348,5.840757744
430,1728359.15,2109100.14,0.052525,24369.86402,14258.96299,587642.111,172179.1385,27376.48303,0.16219,85060.00865,0.477121255,5.226542277
58,3954591.08,7270697.43,-0.006757,51014.22493,34108.34807,1660928.254,426028.097,86057.6756,0.50918,247058.2987,0.477121255,5.920182661
603718,8243200,8243200,0.074727,147553.28,75219.2,3297280,853995.52,146033.2339,1.16279,44513.28,1.462397998,5.398810565
63,121533336.7,121641421.9,0.152393,1677160.046,1321675.036,19445333.87,4958560.137,1328894.117,0.7828,5302349.578,0.84509804,6.959214433
601881,14263243.56,74841242.58,0.129378,255312.0597,98059.79948,4706870.375,931960.3342,157501.2965,0.92262,2921802.11,1.462397998,6.677004038
300364,2204932.35,2989183.72,0.116848,30428.06643,14883.29336,595331.7345,138414.6283,30035.97433,1.16947,151730.9656,1.278753601,4.61507028
922,3736832.48,3772179.01,0.095306,63152.46891,30828.86796,2242099.488,404698.9576,61918.94051,0.7352,144436.7343,0.77815125,6.015862901
603316,976161.6,1888471.2,-0.072854,13178.1816,7809.2928,458795.952,89465.21064,18877.15945,0.66558,37580.57688,1.230448921,5.336472414
600201,21083217.31,21083217.31,-0.003725,299381.6858,176571.945,11595769.52,2649633.335,572320.8005,0.53163,592227.5742,1.176091259,4.784409159
603323,7205958.88,9538215.14,0.064387,117457.1297,67555.8645,1441191.776,255090.9444,57140.37153,0.8391,409189.4295,1.204119983,7.030973281
603036,2177985.6,2206613.43,0.042843,16225.99272,14701.4028,1219671.936,234177.0117,59012.60695,0.56074,98988.67847,0.698970004,5.01
600125,7807020.81,7807020.81,0.067857,111640.3976,44890.36966,2810527.492,435631.7612,121976.8931,1.1562,111250.0465,1.380211242,7.0456018
601858,2087880,8663880,0.007353,32779.716,12005.31,876909.6,163105.1856,29848.24896,0.36275,257403.8748,0.954242509,6.452417176
2770,1446526.49,2627682.71,0.057269,20685.32881,15550.15977,332701.0927,79182.86006,15678.20629,0.25427,65508.12996,1.380211242,5.114647912
2076,1159643.17,1929198.31,0.059829,16814.82597,9567.056153,626207.3118,132755.9501,33454.49943,0.79501,6192.726575,0.954242509,5.755894034
720,4705857,7028597.74,-0.055459,76705.4691,41176.24875,1741167.09,490138.5358,117633.2486,1.09368,359934.4903,1.431363764,5.663634596
978,1915484.22,1915732,0.04931,25667.48855,17478.79351,383096.844,79875.69197,18770.78761,0.32147,95480.08288,1.414973348,5.827644737
600039,11615764.69,12131365.71,0.037037,196306.4233,101637.941,6620985.873,1913464.917,371212.194,0.33937,175783.4891,1.041392685,6.115350961
300493,4160041.35,4160041.35,0.009259,50752.50447,36920.36698,748807.443,135908.5509,30035.78975,0.83777,99341.78744,1.51851394,5.822228479
601058,9286970.08,12070165.23,0.013605,148591.5213,90547.95828,2600351.622,750201.4431,180048.3463,0.64554,432594.7218,1,6.125207916
600326,6343268.46,6343268.46,0.085926,80559.50944,39645.42788,1902980.538,399625.913,69534.90886,1.04848,234510.635,1.361727836,5.751191727
603159,1619800,1619800,0.084349,11500.58,8908.9,583128,156861.432,39999.66516,0.85947,51979.382,1.041392685,5.91
300455,5039351,7227923.12,0.177778,83653.2266,51653.34775,2721249.54,519758.6621,86799.69658,0.21908,391897.9916,0.84509804,6.228823182
2116,3245795.65,3261682.01,0.064033,53555.62823,30023.60976,941280.7385,223554.1754,44040.17255,0.83445,176554.8472,1.51851394,5.287821331
600782,16358147.43,16358147.43,0.06875,233921.5082,128820.411,9160562.561,2716106.799,676310.593,0.69006,484201.1639,1.397940009,6.631235968
2009,2384344.52,2834703.17,0.085106,38149.51232,22651.27294,1263702.596,206615.3744,38843.69038,0.83468,103665.0949,1.414973348,5.273864209
603111,4413991.56,5244494.56,0.070994,61795.88184,45795.16244,2604255.02,481787.1788,105511.3922,0.86157,58633.44918,0.301029996,4.917119083
2813,1321082.23,2908800,0.052997,19816.23345,11394.33423,237794.8014,44943.21746,8584.154536,0.65231,23183.136,1.301029996,5.299357286
762,3885134.56,3885311.53,0.055163,56334.45112,28652.86738,1864864.589,548270.1891,143646.7895,0.44265,74481.42203,1.342422681,5.633953496
876,83780794.85,84109499.43,-0.030141,1131040.73,722609.3556,30161086.15,8233976.518,1976154.364,0.60078,3808478.134,1.041392685,4.800068151
523,4645352.09,4650020.46,0.382463,82687.2672,36582.14771,1625873.232,295908.9281,67763.14454,1.14155,152985.6731,0.301029996,5.959067443
603283,1281790.63,5340772.41,0.251502,7754.833312,8011.191438,563987.8772,164966.4541,30188.8611,0.87598,236115.5482,1.176091259,4.37
2033,3434251.13,3434316.94,0.046901,48079.51582,24469.0393,686850.226,198156.2902,39631.25804,0.93781,54433.9235,1.447158031,5.940837371
300492,3046301.49,4212416,-0.17648,49350.08414,20562.53506,1553613.76,427243.784,113646.8465,0.62517,101266.4806,0.602059991,5.287333045
600168,4747021.24,4747021.24,0.060222,75477.63772,49250.34537,1519046.797,331152.2017,51659.74347,1.02313,177491.1242,0.698970004,5.774594157
300655,3330676.38,4874402.52,0.185635,50293.21334,30392.42197,732748.8036,160471.988,37710.91718,1.23952,182838.8385,1.397940009,5.180023434
603882,14323128.43,23452848.03,0.053909,174742.1668,132488.938,7018332.931,1080823.271,176174.1932,1.24029,553956.2705,1.380211242,6.628830337
899,4751532.41,4751550.69,0.040598,82676.66393,48703.2072,1710551.668,311320.4035,71915.01321,0.34892,201798.3578,1.431363764,5.862860487
2246,3383222.14,4128741.65,0.053221,47365.10996,20299.33284,608979.9852,144937.2365,32900.75268,0.77751,82327.1085,0.903089987,6.548485527
600719,1869250.15,1869250.15,0.035874,31777.25255,9346.25075,616852.5495,127996.904,34431.16718,0.39245,86209.81692,1.278753601,5.305562664
601139,22438489.99,22525089.87,0.118571,345552.7458,213165.6549,9872935.596,2507725.641,646993.2155,1.20104,1205768.061,0.602059991,5.789770348
600684,3234616.14,3234616.14,0.070621,56605.78245,20216.35088,1002731.003,292797.453,63537.0473,0.36142,96488.59946,1.505149978,5.260500752
600423,2659654.44,2659654.44,-0.051282,37501.1276,13630.72901,558527.4324,105840.9484,24766.78193,1.17637,53060.10608,0.301029996,7.031677749
600539,1561700,1561700,0.093398,21239.12,12688.8125,421659,120594.474,20259.87163,0.32291,30047.108,1.491361694,7.115325222
2160,2115511.63,2466304.13,0.099291,27290.10003,20097.36049,507722.7912,122361.1927,27775.99074,0.63681,88638.97043,1.255272505,5.708391016
600893,42226711.6,48776627.68,0.069034,520796.1097,258638.6086,17735218.87,5019066.941,878336.7146,0.52936,2119832.239,0.477121255,5.918344025
601158,26880000,26880000,0.018182,483840,235200,5107200,1307443.2,277177.9584,1.12216,1231372.8,1.51851394,6.065819371
2238,4833875.56,4833875.56,0.07555,59456.66939,44713.34893,1740195.202,357610.1139,67945.92165,0.55195,49015.49818,0.77815125,5.692292694
600718,14100902.85,14100902.85,0.065728,188952.0982,141009.0285,6204397.254,1591427.896,383534.1229,0.24911,557690.7077,0.84509804,6.098509557
631,7443508.65,7443508.65,0.133333,132494.454,39078.42041,2828533.287,756632.6543,130897.4492,0.22321,57240.58152,1.380211242,7.068737019
600890,3666303.88,3666303.88,-0.053812,58294.23169,36663.0388,1576510.668,404374.9864,113224.9962,1.14636,165790.2615,1.447158031,6.871315613
420,3997037.93,4256726.38,0,59555.86516,32975.56292,759437.2067,192897.0505,34721.46909,0.14228,111398.5294,1.079181246,5.546891302
688108,734464.41,6666600,0.021999,9058.39439,5324.866973,124858.9497,32775.4743,6817.298654,0.46143,40132.932,0.301029996,5.894001564
601838,17180108.91,32763119.6,0.062061,240521.5247,169653.5755,6528441.386,1609260.802,326679.9427,0.59303,1762655.834,1.51851394,5.443656633
750,22510976.11,22510994.13,0.153348,319655.8608,196971.041,12606146.62,3731419.4,611952.7816,0.28631,809945.5688,1.431363764,7.089658754
600467,3623265.87,3623265.87,0.055319,55798.2944,23098.31992,1521771.665,394899.7472,103858.6335,0.1975,26631.00414,1.255272505,5.735077564
600275,1114353.55,1114353.55,0.004587,18832.575,8636.240013,468028.491,109284.6526,16501.98255,0.79167,18620.84782,1.322219295,7.084327446
600997,6716441.6,8637631.19,0.056311,105448.1331,34421.7632,1074630.656,188597.6801,37153.74299,0.28932,342913.9582,1.113943352,5.620775272
881,2116333.73,6495075.35,0.061824,31110.10583,13227.08581,973513.5158,284265.9466,78457.40127,0.96591,236420.7427,0.954242509,6.340204323
600389,6138990,6138990,0.094809,98223.84,38368.6875,1780307.1,367633.4162,58821.34658,1.23977,24555.96,1.255272505,6.464461397
600490,6934869.12,10303316.92,0.11244,110957.9059,43342.932,3398085.869,764569.3205,120801.9526,1.26767,356494.7654,1.113943352,5.800714474
600178,2217984,2217984,0.069042,23104,11921.664,332697.6,57889.3824,10130.64192,0.40796,97214.23872,0.602059991,5.586293775
600129,6184041.47,6331847.76,-0.019828,81010.94326,64932.43544,1978893.27,447229.8791,69767.86114,1.04829,309120.8076,1.322219295,6.772348857
600557,8474956.86,8739066.5,0.036568,139836.7882,56146.5892,2711986.195,562737.1355,86098.78173,0.22755,225118.353,1.278753601,5.971266015
600851,5935177.12,5935177.12,0.041451,74189.714,51190.90266,1721201.365,479354.5801,84845.76068,0.66851,45522.80851,1.51851394,6.820034042
600509,3278621.64,4168122.36,-0.024259,39999.18401,23360.17919,1573738.387,420188.1494,106727.7899,0.39393,178854.1305,1.51851394,6.084018525
2025,11395840.4,11398530,0.063651,158402.1816,82619.8429,5356044.988,806084.7707,166053.4628,0.56876,113415.3735,1.491361694,6.587744153
601929,6626558.36,6626558.36,0.054456,92109.1612,45557.58873,1259046.088,194522.6207,48047.0873,1.14037,215959.537,1.477121255,5.803440494
918,10771023.26,10771023.26,-0.081538,143254.6094,99631.96516,6354903.723,1026316.951,255552.9209,0.94896,112018.6419,0.77815125,6.147728344
300401,5714670.45,5967139.52,0.046218,100006.7329,53575.03547,1542961.022,379568.4113,63008.35627,0.23396,291852.7939,1.462397998,5.428597201
600186,2941807.34,2941807.34,0.30047,52364.17065,21695.82913,1588575.964,415412.6145,107591.8672,0.5966,37537.46166,1.113943352,5.749036622
603009,2037137.05,2229403.37,-0.130252,12222.8223,18334.23345,937083.043,211780.7677,33249.58053,0.3579,41957.37142,0.903089987,5.43
600104,274356873.6,278650553.6,0.025806,3612365.503,2297738.817,115229886.9,32955747.66,6788884.018,0.41326,4143533.731,0.602059991,5.290893549
600056,13938811.98,13943736.22,0.0415,239747.5661,118479.9018,7248182.23,2120093.302,428258.847,0.9896,648941.4837,1.361727836,5.919323624
603501,20152775.5,123849144.9,0.145367,362749.959,216642.3366,9673332.24,1697669.808,429510.4615,0.87087,5446885.391,0.903089987,5.953649586
600241,1277960.73,1495054.74,0.067227,17891.45022,12300.37203,268371.7533,72594.55927,15099.66833,0.45037,3468.526997,0.954242509,5.152220084
753,2643598.17,2964528.4,0.060284,39389.61273,19496.5365,608027.5791,116133.2676,19045.85589,0.90197,20662.76295,1.079181246,5.518776891
2012,2650052.3,2660788.92,0.158859,38160.75312,15237.80073,450508.891,89426.01486,22445.92973,0.26048,12745.17893,1.361727836,6.029971745
2895,1102339.96,5046409.88,0.055413,13779.2495,6062.86978,319678.5884,88870.64758,18573.96534,0.32957,203925.4233,1.342422681,4.058180251
600325,16502620.49,16577829.59,0.123386,211233.5423,175340.3427,3300524.098,566039.8828,94528.66043,0.28932,452574.7478,1.361727836,6.722973371
300599,949352.28,3185920,0.069388,13860.54329,8544.17052,512650.2312,124061.356,20470.12373,0.61033,95800.6144,0.903089987,5.118303244
600094,13318139.03,13318139.03,-0.066986,181126.6908,71584.99729,3995441.709,811074.6669,167892.4561,0.50456,488376.1582,1.361727836,6.346436763
603721,1621225.08,3424200,0.816552,21238.04855,11753.88183,340457.2668,72517.39783,17114.10589,0.44275,39926.172,1.255272505,5.705298554
702,1535815.16,1535815.16,0.028571,23190.80892,16318.03608,875414.6412,252994.8313,42756.12649,1.18513,32820.36997,0.698970004,7.123994974
600365,1676000,1676000,0.058081,24637.2,16760,368720,91995.64,23182.90128,0.34212,64710.36,1.51851394,8.509901202
603196,667734,2450400,0.327698,11818.8918,3505.6035,126869.46,33493.53744,9009.761571,0.53297,49767.624,1,4.619385987
600085,38648031.98,38648031.98,0.080073,564261.2669,381649.3158,20869937.27,5029654.882,1227235.791,0.80418,547642.6132,0.954242509,6.009807899
690,11775293.15,12293766.42,-0.013962,158966.4575,116281.0199,5063376.055,1136727.924,318283.8188,0.55856,507240.8025,1.431363764,5.481581007
885,5455237.99,5455237.99,0.076396,67099.42728,53188.5704,1527466.637,250504.5285,49599.89664,1.12075,160984.0731,1.204119983,5.880442474
600575,9987690.94,9987690.94,-0.011538,126843.6749,104870.7549,5692983.836,856794.0673,155936.5202,0.22105,34956.91829,1.079181246,6.559582598
600356,2251975.14,2315168.18,0.013072,31077.25693,12667.36016,1306145.581,265147.553,63105.11761,0.59213,117842.0604,1.477121255,4.931577355
839,13873285.5,13876185.29,0.063063,220585.2395,76303.07025,2080992.825,345444.809,70470.74103,1.13179,396720.1374,1.079181246,6.194873354
600305,11949280.85,11949280.85,0.108285,149366.0106,98581.56701,2509348.979,618554.5232,93401.733,0.28832,604275.1326,1.342422681,6.041726232
600105,5572236.69,5604344.42,0.039261,80797.43201,58508.48525,1727393.374,414574.4097,71721.37288,0.49771,309808.1595,1.230448921,5.112614444
601811,10445212.44,10445212.44,0.085597,188013.8239,62671.27464,5118154.096,1220679.752,332024.8925,0.45973,473481.4799,1.079181246,5.517261747
601899,88227910.03,90149068.55,0.289326,1120494.457,915364.5666,37938001.31,9750066.337,2184014.86,1.00737,1427059.755,1.278753601,5.987566083
300431,887512.86,1202764.47,0.092814,14377.70833,7765.737525,133126.929,29554.17824,6088.160717,0.92893,28433.35207,1.146128036,6.059884271
600196,53491484,53491484,0.057654,909355.228,407872.5655,29955231.04,7144322.603,1278833.746,0.71465,443979.3172,0.954242509,6.735388227
673,4026502.83,4036907.25,0.064718,71671.75037,24662.32983,1892456.33,554489.7047,136958.9571,0.97404,203419.7563,0.698970004,5.975409903
300634,3627983.1,7224180.6,0.087952,60587.31777,22221.39649,1160954.592,315779.649,51787.86244,0.86443,15315.26287,1.477121255,5.641307056
601020,4773721.3,4801615.82,0.055491,73992.68015,46543.78268,2482335.076,492743.5126,103476.1376,0.99799,89214.02194,1.176091259,6.278440732
2722,2695517.85,2746051.38,0.055293,39893.66418,27965.99769,1617310.71,367129.5312,89946.73514,0.38963,79031.35872,1.230448921,5.515558876
2941,3031762.5,11319750,-0.037829,40625.6175,31454.53594,697305.375,192456.2835,35796.86873,0.30946,410114.5425,1.505149978,6.034113298
600584,22769407.55,35231182.72,0.060811,282340.6536,247617.3071,7286210.416,2025566.496,354474.1367,0.5885,81384.03208,1.176091259,5.514488493
529,3903707.98,3998963.76,0.094249,48405.97895,36597.26231,1912816.91,310832.7479,66207.3753,0.36514,108891.7832,1.176091259,6.10817205
600987,5831192.84,6841583.26,0.055,93299.08544,42276.14809,1982605.566,312260.3766,70570.84511,0.29847,257038.2831,0.903089987,5.804821359
600388,10350121.1,10423237.5,-0.001025,63653.24477,69863.31743,3726043.596,978086.444,241587.3517,0.97471,369608.0018,1.301029996,4.63
600526,2775341.69,2775341.69,0.022177,20537.52851,22896.56894,555068.338,117952.0218,22882.69223,0.91835,107183.6961,1.380211242,6.28
738,14973441.59,14973545.5,0.020297,107060.1074,134760.9743,5090970.141,1456017.46,390212.6793,0.26076,616610.6037,1.176091259,4.22
600967,10210095.83,17960786.21,0.072654,151449.7548,61260.57498,4900845.998,992421.3147,237188.6942,1.24064,150331.7806,0,5.37259594
623,18877922.89,19224927.8,0.069903,339802.612,108548.0566,9816519.903,1776790.102,429983.2048,1.15259,779378.573,1.079181246,5.132815145
600227,3208230.66,4249766.84,0.100877,52294.15976,33285.3931,1732444.556,306642.6865,58875.3958,0.5458,229614.9024,1.278753601,6.503201116
600207,4030004.4,4030004.4,0.024123,60047.06556,35766.28905,2256802.464,508908.9556,124682.6941,0.67649,207101.9261,1.041392685,5.886193965
600562,8924509.31,8924509.31,0.052863,159748.7166,61356.00151,2231127.328,379291.6457,76237.62078,0.32784,404012.5365,1.041392685,6.298716329
600981,2718770.11,8341851.47,0.042017,46762.84589,17672.00572,1250634.251,240121.7761,65313.1231,0.19633,371045.5534,1.146128036,6.416647325
728,27310621.39,31197694.13,0.108852,461549.5015,232140.2818,4369699.422,917636.8787,170680.4594,0.29865,991462.7195,1.505149978,6.739249856
603598,4550990.67,4597884.77,1.147914,68264.86005,42096.6637,1046727.854,216672.6658,56118.22044,0.59478,165385.9152,1.491361694,5.662587143
603707,15382131.06,29802313.51,0.101726,192276.6383,99983.85189,8152529.462,1923996.953,346319.4515,0.79154,1539885.539,1.431363764,6.427444352
2743,2167739.47,2186118.22,0.130435,37501.89283,21677.3947,758708.8145,193470.7477,36565.97131,1.2626,98703.23763,0.903089987,5.626362754
603829,777576,1718400,0.041707,13529.8224,6512.199,171066.72,48754.0152,10872.14539,0.45784,55057.536,1.380211242,5.777117737
766,4623938.56,6320875.38,0.012384,60573.59514,27743.63136,2635644.979,509997.3035,82619.56316,0.66842,100944.3798,1.491361694,5.771897594
798,1964242.35,1964648.25,0.060345,28677.93831,12767.57528,746412.093,170928.3693,46663.44482,0.97795,9489.251048,1.079181246,5.213624102
600481,5402489.28,5435954.88,0.050633,89681.32205,48622.40352,3133443.782,501351.0052,79714.80982,0.45246,68819.18878,1.301029996,6.839405876
603189,3746976,3746976,0.158362,56204.64,37469.76,1423850.88,283346.3251,71969.96658,0.37021,120690.097,0.84509804,5.862896332
603085,2374446.84,2374446.84,0.011152,15908.79383,14246.68104,1139734.483,242193.5777,65634.45955,0.82791,53852.45433,1.491361694,5.65
300663,4708062.6,7702974.38,0.022053,56967.55746,29425.39125,2354031.3,489638.5104,73935.41507,0.43102,426898.8401,1.431363764,5.787806834
600339,5261892.44,18926869.93,0.052795,74718.87265,46699.29541,3104516.54,686098.1553,140650.1218,0.77633,1038895.89,1.431363764,7.008600703
600702,9888865.19,10114480.37,0.034114,157232.9565,100124.76,5043321.247,786758.1145,200623.3192,0.69571,330035.4945,0.602059991,6.938653345
600372,25055589.12,25055589.12,0.040936,252643.857,244291.9939,4259450.15,990322.16,151519.2905,1.15098,966394.0724,0.477121255,5.352349354
300480,1591669.37,3239551.5,0.149762,28331.71479,9152.098878,827668.0724,141531.2404,32976.77901,0.39706,146460.1233,0.77815125,5.553119323
2761,3767921.29,3783588,-0.057044,61417.11703,25433.46871,1959319.071,504524.6607,114022.5733,0.22605,185509.3196,0.84509804,5.672062954
712,12099151.31,13619200,0.144578,164548.4578,72594.90786,5807592.629,1309612.138,280256.9975,0.44074,631658.496,0.301029996,6.642887626
2053,2691123.97,5509484.82,0.034286,43327.09592,27247.6302,592047.2734,140907.2511,23531.51093,0.70075,39062.24737,1.491361694,6.461087525
600596,6837133.43,6940000.79,0.09455,88199.02125,42732.08394,3008338.709,810747.2821,166203.1928,0.31541,165796.6189,1.361727836,6.15506437
2030,8741293.69,9170243.97,0.097328,106643.783,51355.10043,2622388.107,576925.3835,139039.0174,1.07981,178452.9477,1,6.40411492
600036,775235731.6,775235731.6,0.04302,13489101.73,6104981.387,209313647.5,60596300.96,10301371.16,0.60958,12806894.29,1.462397998,5.422623662
2670,20627133.61,24594925.94,0.145045,338284.9912,167595.4606,12170008.83,2653061.925,588979.7473,0.13253,97641.85598,1.146128036,6.526748298
600340,85503697.49,86481305.59,0.027569,1214152.504,438206.4496,27361183.2,4254663.987,897734.1013,0.49129,1148471.738,1.113943352,6.715781907
2002,10607406.79,10769049.36,0.047859,151685.9171,70274.06998,4242962.716,1232580.669,297051.9412,0.56654,359470.8676,1.041392685,5.871763803
603966,968872.39,2177309.47,0.043478,14048.64966,7750.97912,561945.9862,138800.6586,22763.30801,0.1848,110258.9516,1.176091259,5.335563123
729,16361571.76,18376876.5,0.065359,289599.8202,161570.5211,8508017.315,2203576.485,412068.8026,0.82213,58254.69851,1.361727836,5.183021566
600531,5113237.95,5113237.95,0.103529,78232.54064,31957.73719,920382.831,177633.8864,31441.19789,1.22251,113002.5587,1.278753601,6.17762034
2031,3748236.3,4354803.43,0.042105,15617.65125,29985.8904,1986565.239,319837.0035,74202.18481,1.01462,148237.5088,1.301029996,4.09
603687,723500,5944720.69,-0.027554,12588.9,4793.1875,296635,49834.68,8422.06092,0.63973,206876.28,1.342422681,5.187808602
600734,3525317.77,4225908.03,-0.017366,56757.6161,26880.548,1762658.885,307583.9754,75358.07398,0.68006,57641.38553,1.176091259,7.301302523
603222,17600000,17600000,0.127742,292160,96800,7920000,1564200,406692,0.70323,289696,1.255272505,5.454513301
601077,9091900,59252548.53,0.007519,162745.01,82963.5875,3000327,739580.6055,185634.732,1.22486,2461943.391,1.462397998,6.804080155
2003,3970573.03,4639085.02,0.023411,56779.19433,39705.7303,1985286.515,331542.848,68297.82669,0.5253,228428.5464,0.602059991,6.085735355
603648,2720944.57,3671920.33,0.042932,37004.84615,20066.9662,1442100.622,384319.8158,61491.17053,0.19092,188149.1977,1.431363764,5.251360083
603,8676282.66,10342640.5,0.254393,142291.0356,75917.47328,3817564.37,925759.3598,211073.134,0.87348,437286.8403,1.230448921,6.11563604
600581,5457116.42,5457116.42,0.065868,93316.69078,29332.00076,2783129.374,655426.9676,150092.7756,0.33175,242896.2519,0.301029996,5.522849258
601989,95807673.45,119482665.1,-0.007576,1277435.646,1017956.53,48861913.46,9625796.952,1723017.654,0.44515,2229546.531,0,5.555345858
600690,123016776.8,123016776.8,0.143025,2140491.915,891871.6314,33214529.72,6692727.739,1331852.82,0.52632,3871337.964,1.113943352,5.95621853
2050,41915743.69,47928851.37,0.173324,511372.073,408678.501,21796186.72,5503537.146,1260310.007,0.51464,2034579.741,1.380211242,5.309333642
600428,8028473.88,8028473.88,0.0625,127652.7347,79281.17957,1204271.082,208338.8972,36042.62921,1.02921,324350.3448,0.77815125,6.133642203
